Term,Description,Context
CAD,Circuit design,  Circuit design (CAD) 
CAD,Circuit design,   Circuit design (CAD)  
EO,Electrooptic,  Electrooptic (EO) waveguides 
EO,Electrooptic, UF: EO waveguides    Electrooptic (EO)  
